,raw text,clean text
856,"Untuk pesakit yang ada simptom psychotic, ubat tambahan mereka ialah ubat anti-psychotic dan ada masalah untuk tidur pun doktor akan beri ubat penenang","untuk pesakit yang ada simptom psikotik , ubat tambah mereka ia ubat anti - psikotik dan ada masa untuk tidur pun doktor akan beri ubat penenang"
857, Ni yang dalam drama melayu selalu ada dialog “kau tak makan ubat kau eh?” Haa ubat tulah,"ini yang dalam drama melayu selalu ada dialog "" kamu tidak ma ubat kamu eh ? "" haa ubat tu"
858,Semua jenis ubat yang diberikan ialah untuk tambah/ubah hormon kau dalam otak,semua jenis ubat yang diberi ia untuk tambah / ubah hormon kamu dalam otak
859," Kalau macam aku, aku kekurangan hormon serotonin yang menyebakan aku selalu sedih dan kemurungan","kalau macam aku , aku kekurang hormon serotonin yang menyebab aku selalu sedih dan kemurung"
860,"Ubat yang doktor endorse pun bukan ubat Over-The-Counter, ubat tu memerlukan sign dan cop doktor sebab semuanya ubat terkawal","ubat yang doktor menyokong pun bu ubat lebih - yang - counter , ubat itu memerlu tanda dan cop doktor sebab semua ubat terkawal"
861, Maknanya kalau korang tak perlukan ubat memang dorang takkan beri,makna kalau kamu semua tidak mengaparlu ubat memang dorong tidak akan beri
862,  Rawatan yang keempat ialah meditasi/mengenali Tuhan,rawat yang keempat ia meditasi / mengenai tuh
863, Aku pakai frasa Tuhan yang merujuk kepada semua agama,aku pakai frasa tuh yang merujuk kepada semua agama
864, Generally,secara am
865," Kalau boleh kau kena rajin-rajinkan solat lima waktu, baca al-quran, solat tahajud semua tu supaya dapat ketenangan kalau kau seorang yang beragama Islam","kalau boleh kamu kena rajin - rajin solat lima waktu , baca al - qur , solat tahajud semua itu supaya dapat ketenang kalau kamu seorang yang beragama islam"
866,"Kalau agama lain, boleh buat ikut kepercayaan masing-masing sebab aku percaya yang agama mengajar perkara yang baik-baik kepada penganutnya","kalau agama lain , boleh buat ikut kepercaya masing - masing sebab aku percaya yang agama mengajar perkara yang baik - baik kepada penganu"
867,Rawatan kelima ialah sokongan keluarga,rawat kelima ia sokong keluarga
868, Bunyinya macam kejam kalau kau ada konflik dengan keluarga,bunyi macam kejam kalau kamu ada konflik deng keluarga
869," Doktor psikiatri yang incharge kau akan panggil sesiapa yang tinggal serumah dengan kau, yang hari-hari kau jumpa kat tempat kerja/ sekolah/ IPT dan yang rapat dengan kau","doktor psikiatri yang incharga kamu akan panggil sesiapa yang tinggal serumah deng kamu , yang hari - hari kamu jumpa dekat tempat kerja / seko / <allcaps> ipt </allcaps> dan yang rapat deng kamu"
870,Doktor akan sedaya-upaya untuk terangkan keadaan mental kau kepada mereka dan tanya macam mana perangai kau supaya apa yang kau cerita sama dengan apa yang family dan kawan rapat kau cerita,doktor akan sedaya - upaya untuk terang keada mental kamu kepada mereka dan tanya macam mana perangai kamu supaya apa yang kamu cer sama deng apa yang keluarga dan ka rapat kamu cer
871,Kat sini doktor akan fahamkan betul-betul kepada family/ kawan rapat yang kau perlukan sokongan keluarga dari segi emosi dan kena pastikan pesakit kena hadir temujanji dengan doktor,dekat sini doktor akan faham betul - betul kepada keluarga / ka rapat yang kamu perlu sokong keluarga dari segi emosi dan kena pasti pesakit kena hadir temujanji deng doktor
872,Rawatan yang terakhir ialah DIRI KAU SENDIRI,rawat yang terakhir ia <allcaps> diri kamu sendiri </allcaps>
873," Ya, kalau diri sendiri taknak keluar dari kemurungan","ya , kalau diri sendiri tidak nak keluar dari kemurung"
874, Maka semua rawatan-rawatan yang aku mention takkan berkesan,maka semua rawat - rawat yang aku menyebut tidak akan berkes
875,Push diri sendiri untuk terima rawatan dan ubah apa yang patut supaya kemurungan kau tak jatuh lebih teruk,tolak diri sendiri untuk terima rawat dan ubah apa yang patut supaya kemurung kamu tidak jatuh lebih teruk
876, Belajar untuk cope bila ada masalah dan cari ketenangan bila rasa ‘lemas’ dalam kemurungan,belajar untuk mengatasi bila ada masa dan cari ketenang bila rasa ' lemas ' dalam kemurung
877,"Aku faham, perasaan sedih susah nak dikawal tapi cuba ikut apa petua,tips and trick dari doktor psikiatri kau untuk atasi perasaan tu","aku faham , perasa sedih susah nak dikawal tetapi cuba ikut apa petua , tipis dan silap dari doktor psikiatri kamu untuk atasi perasa itu"
878,"Oklah, sampai sini je aku nak beritahu tentang rawatan untuk depresi/ kemurungan","ok , sampai sini sahaja aku nak beritahu tentang rawat untuk depresi / kemurung"
879, Maybe next time aku cerita benda lain yang related dengan mental health dan mental illnes,mungkin seterus masa aku cer benda lain yang berkait deng mental kesihat dan mental illes
880,Selamat berpuasa,selamat berpuasa
881,– Cik H (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,– cik h ( bu nama sebenar ) hantar pengaku anda di sini - > https :// iium
882,com/submit,com / mengemuka
883,Salam all reader IIUM’s confession,salam al pembaca <allcaps> iium </allcaps> ' seperti pengaku
884, Thanks admin sebab approve confession aku ni,thanks admin sebab approve pengaku aku ini
885, Depression,kemurung
886," Yes, ni tajuk aku","ya , ini tajuk aku"
887," Lately aku dengar banyak kes bunuh diri and salah satunya kes bunuh diri sebab kemurungan!Untuk pengetahuan pembaca semua, orang yang menghidap kemurungan ni luaran dia tak nampak pun macam dia ada masalah","akhir-akhir ini aku dengar banyak kes bunuh diri dan sa satu kes bunuh diri sebab kemurung ! untuk pengetahu pebaca semua , orang yang menghidap kemurung ini luar dia tidak menampak pun macam dia ada masa"
888, Tapi the inside of that person hanya Tuhan je yang tau betapa susahnya dia struggle,tetapi yang dalam daripada itu person ha tuh sahaja yang tahu betapa susah dia perjuang
889, Selalunya orang yang ada depression ni ada anxiety (kebimbangan) sekali,selalu orang yang ada kemurung ini ada kebimbang ( kebimbang ) sekali
890, Sampai boleh terketar2 satu badan,sampai boleh terketar - terketar satu badan
891,Tanda-tanda penyakit kemurungan (ni aku amik dekat internet) 1,tanda - tanda penyakit kemurung ( ini aku ambil dekat internet ) satu
892, Perasaan murung atau sering marah-marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu,perasa murung atau sering marah - marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu
893, Perasaan ini dilaporkan oleh pesakit secara subjektif seperti perasaan rendah diri ataupun daripada pengamatan orang luar contohnya selalu menangis,perasa ini dilapor oleh pesakit secara subjektif seperti perasa rendah diri ataupun daripada pengamat orang luar contoh selalu menangis
894,2,dua
895, Tidak bersemangat atau tidak berminat melakukan aktiviti sosial yang biasa dilakukan hampir setiap hari,tidak bersemangat atau tidak berminat melaku aktiviti sosial yang biasa dilaku hampir setiap hari
896, Contohnya tidak berminat untuk bersukan lagi atau berjumpa dengan sanak-saudara,contoh tidak berminat untuk bersu lagi atau berjumpa deng sanak - saudara
897,3,tiga
898, Berat badan merosot (~5%) daripada asal dalam waktu yang singkat atau kurang selera makan,berat badan merosot ( ~ <percent> ) daripada asal dalam waktu yang singkat atau kurang selera ma
899,4,empat
900," Corak tidur berubah, sama ada kurang tidur (insomnia) atau terlebih tidur (hypersomnia)","corak tidur berubah , sama ada kurang tidur ( insomnia ) atau terlebih tidur ( hypersomnia )"
901,5,lima
902," Perubahan dalam melakukan aktiviti seharian, sama ada terlebih aktif atau kurang aktif","perubah dalam melaku aktiviti sehari , sama ada terlebih aktif atau kurang aktif"
903,6,enam
904, Selalu letih dan kurang tenaga dalam melakukan aktiviti harian,selalu letih dan kurang tenaga dalam melaku aktiviti hari
905,7,tujuh
906, Perasaan bersalah yang tidak setimpal dengan sesuatu kesalahan perbuatan atau merasakan diri tidak berguna 8,perasa bersa yang tidak setimpal deng sesuatu kesalah perbuat atau merasa diri tidak berguna lap
907, Tidak mampu memberikan konsentrasi atau berfikir secara rasional,tidak mampu memberi konsentrasi atau berpikir secara rasional
908, Pesakit juga merasakan susah untuk membuat keputusan dalam kehidupan hariannya,pesakit juga merasa susah untuk membuat keputus dalam kehidup harian
909,9,sembil
910," Berfikir tentang keinginan untuk mati atau bunuh diri dengan kerap, atau mempunyai pelan masa hadapan untuk membunuh diri","berpikir tentang keingin untuk mati atau bunuh diri deng kerap , atau mempunyai pel masa hadap untuk membunuh diri"
911,"Tapi problem orang kita di Malaysia ni, asal depression je dah anggap gila","tetapi masa orang k di malaysia ini , asal kemurung sahaja dah anggap gila"
912," Tak pun orang akan cakap “Takde apa la, jangan nak depressed sangat","tidak pun orang akan cakap "" tidak ada apa  , jang nak terte sangat"
913,” Jadi orang yang ada depression ni jadi malu nak mengaku yang dia ada sakit kemurungan ni,""" jadi orang yang ada kemurung ini jadi malu nak mengaku yang dia ada sakit kemurung ini"
914," Yes, aku tau orang akan cakap banyakkan dekatkan diri dengan Tuhan, mengadu pada Dia dan banyakkan baca Al-quran","ya , aku tahu orang akan cakap banyak dekat diri deng tuh , mengadu pada dia dan banyak baca al - qur"
915," The point is, memang orang yang ada depression ni buat or mungkin ada yang tak, tapi macam aku cakap innerself dia kalau boleh nak rant as long as she/he can sebab dia susah nak control emosi dia","yang titik ada , memang orang yang ada kemurung ini buat atau mungkin ada yang tidak , tetapi macam aku cakap innerself dia kalau boleh nak berani selagi sebagai she / dia boleh sebab dia susah nak control emosi dia"
916,Macam mana aku tau? Sebab aku pernah mengalami masalah yang sama,macam mana aku tahu ? sebab aku pernah mengalami masa yang sama
917," Sumpah waktu aku kena tu, aku macam tak ada point untuk hidup","sumpah waktu aku kena itu , aku macam tidak ada titik untuk hidup"
918, Lifeless dan rasa tak ada tempat nak bergantung,tidak bermaya dan rasa tidak ada tempat nak bergantung
919, Study aku? Memang terjun ke laut resultnya,belajar aku ? memang terjun ke laut results
920, Hubungan dengan lecturer pun tak berapa nak okayy sebab masalah depression aku ni agak teruk,hubung deng pensyarah pun tidak berapa nak okay sebab masa kemurung aku ini agak teruk
921, Banyak orang pandang serong sebab aku tetiba jadi pendiam kadang-kadang menangis sorang diri tak tahu punca,banyak orang pandang serong sebab aku tetiba jadi pendiam kadang - kadang menangis seorang diri tidak tahu punca
922," Tapi akuk tak mengalah, aku cuba cari something yang boleh motivate aku","tetapi akuk tidak menga , aku cuba cari sesuatu yang boleh memotivasi aku"
923, Aku tak pergi ke kaunselor sebab tak mampu nak bayar,aku tidak mengapargi ke kaunselor sebab tidak mampu nak bayar
924, Aku guna laman social,aku guna lam sosial
925," Aku cari group orang yang senasib dengan aku, yang ada masalah depression ni","aku cari kumpul orang yang senasib deng aku , yang ada masa kemurung ini"
926, Group depression untuk Malaysian people susah aku nak jumpa,kumpul kemurung untuk malaysian orang susah aku nak jumpa
927, Boleh kira dengan jari je,boleh kira deng jari sahaja
928,Tapi mostly aku jumpa group yang mostly over the world punya participant,tetapi kebanyakan aku jumpa kumpul yang kebanyakan lebih yang dunia pu peserta
929," Daripada apa yang aku perhati, dia orang ni sangat-sangat OPEN-MINDED","daripada apa yang aku perhati , dia orang ini sangat - sangat <allcaps> buka </allcaps> - <allcaps> berfikir </allcaps>"
930," Each and every person yang confess dalam group tu, yang mengadu masalah atau tiba-tiba rasa anxious and post dalam group tu, people never condemn or saying anything bad to that person walaupun benda tu kita rasa benda bodoh –bodoh je masalah dia","setiap dan setiap person yang mengaku dalam kumpul itu , yang mengadu masa atau tiba - tiba rasa anxious dan jawat dalam kumpul itu , orang never mengutuk atau saying apa sahaja bad kepada itu person walaupun benda itu k rasa benda bodoh – bodoh sahaja masa dia"
931, But they don’t,tetapi they jang ' nanti
932," The ask with a caring word, regardless of your religious and races","yang tanya deng a caring perkata , regardless daripada awak agama dan aces"
933,  Ada je yang confessed cakap nak bunuh diri sebab dah tak tahan dengan depression yang dia rasa,ada sahaja yang confessed cakap nak bunuh diri sebab dah tidak tah deng kemurung yang dia rasa
934," Tapi all the people in that group bagi kata-kata semangat balik untuk dia, make sure dia rasa dia sangat dihargai untuk jalani kehidupan dia","tetapi al yang orang masuk itu kumpul bagi kata - kata semangat balik untuk dia , memakai pasti dia rasa dia sangat dihargai untuk jalani kehidup dia"
935," Pada aku, kalaulah Malaysian people boleh jadi open-minded macam tu, mesti ukhwah sesama kita dapat dikuatkan","pada aku , kalau  malaysian orang boleh jadi buka - berfikir macam itu , mesti ukhuwah sesama k dapat dikuat"
936, Dan masalah depression ni dapat dibendung walaupun tak sepenuhnya,dan masa kemurung ini dapat dibendung walaupun tidak sepenuh
937, Mungkin juga sebab perangai orang Melayu kita suka perlekehkan sesuatu perkara menyebabkan golongan macam ni lebih rela untuk simpan masalah dia sendiri sampai mereput,mungkin juga sebab perangai orang melayu k suka perlekeh sesuatu perkara menyebab golong macam ini lebih rela untuk simp masa dia sendiri sampai mereput
938,Just my 2cent-Cik Depression-– Cik DepressionHantar confession anda di sini -> www,ha saya dua cent - cik kemurung - – cik depressionhantar pengaku anda di sini - > w
939,iiumc,iium
940,com/submit,com / mengemuka
941,Assalamualaikum admin iium confession,assalamualaikum admin iium pengaku
942,,nan
943, Terima kasih kerana sudi menyiarkan luahan ini,terima kasih kerana sudi menyiar luah ini
944,Luahan ini adalah bertujuan untuk memujuk hati saya sendiri dan mendapat sokongan untuk keluar daripada kemurungan yang telah saya alami sejak 2tahun yg lalu,luah ini ada bertuju untuk memrujuk hati saya sendiri dan mendapat sokong untuk keluar daripada kemurung yang te saya alami sejak dua tahun yang lalu
945,Saya merupakan seorang wanita yg berumur 26 tahun yang telah berkahwin dan mempunyai seorang anak,saya merupa seorang wan yang berumur dua puluh enam tahun yang te berkahwin dan mempunyai seorang anak
946," Sebelum ini saya merupakan seorang pelajar cemerlang, aktif ,periang di rumah dan agak pendiam dalam kalangan kawan sekelas kerana sifat saya yang agak pemalu","sebelum ini saya merupa seorang pelajar cemerlang , aktif , perang di rumah dan agak pendiam dalam kalang ka sekelas kerana sifat saya yang agak pemalu"
947, Saya tidak pernah dibiasakan oleh keluarga untuk melihat pertengkaran walaupun kecil dan jarang sekali marah dalam kalangan rakan sebaya,saya tidak pernah dibiasa oleh keluarga untuk melihat pertengkar walaupun kecil dan jarang sekali marah dalam kalang rakan sebaya
948, Boleh dikatakan mereka tidak pernah melihat saya dalam keadaan marah,boleh dikata mereka tidak pernah melihat saya dalam keada marah
949, Saya juga merupakan seorang yg pemaaf,saya juga merupa seorang yang pemaaf
950, Bagi saya setiap org akan melakukan kesilapan dalam hidupnya dan layak untuk diberi peluang berkali-kali sehingga akhir hayatnya,bagi saya setiap orang akan melaku kesilap dalam hidup dan layak untuk diberi peluang berkali - kali sehingga akhir hayat
951,Namun kini saya berubah menjadi seorang yg pemarah,namun kini saya berubah menjadi seorang yang pemarah
952, Saya sedang bergelut dengan satu perasaan di mana saya harus memaafkan orang sekeliling dan diri saya sendiri,saya sedang bergelut deng satu perasa di mana saya harus memuefa orang sekeliling dan diri saya sendiri
953, Dan kemarahan itu saya luahkan dengan tangisan,dan kemarah itu saya luah deng tangis
954, Setiap hari zikir di lidah dan hati saya ungkapkan namun gangguan daripada syaitan kadangkala menguasai diri saya,setiap hari zikir di lidah dan hati saya ungkap namun ganggu daripada syait kadangkala menguasai diri saya
955, Dalam satu keadaan saya akan hilang dari kesibukan dunia,dalam satu keada saya akan hilang dari kesibu dunia
956, Apa yg saya rasa hanyalah tekanan yg terlalu kuat semata mata sehingga menyebabkan saya terlalu letih dan tidak dapat menyelesaikan tugas sebagai seorang ibu dan isteri dengan sempurna,apa yang saya rasa ha  tekan yang terlalu kuat semata mata sehingga menyebab saya terlalu letih dan tidak dapat menyelesai tugas sebagai seorang ibu dan isteri deng sempurna
957,"Saya kerap melakukan kesalahan bodoh seprti lupa di mana meletakkan kunci, tidak dapat menyusun barang dengan baik, tidak peka dan tidak terurus","saya kerap melaku kesalah bodoh seperti lupa di mana meletak kunci , tidak dapat menyusun barang deng baik , tidak peka dan tidak terurus"
958, Bagi saya tiada apa lagi yg ibu bapa dapat banggakan dengan saya,bagi saya tiada apa lagi yang ibu bapa dapat bangga deng saya
959, Saya rasa tidak layak untuk bergelar seorg isteri,saya rasa tidak layak untuk bergelar seorang isteri
960, Yang saya tahu saya rasa seperti seorg pekerja yg diletakkan di sebuah tempat dimana saya perlu ikut rentak semua orang di dalamnya,yang saya tahu saya rasa seperti seorang pekerja yang diletak di sebuah tempat dimana saya perlu ikut rentak semua orang di dalam
961,Saya tahu apa yang saya fikirkan adalah salah,saya tahu apa yang saya fikir ada sa
962," Tetapi saya tetap menerima tekanan apabila mendengar pertengkaran, dimarah atas kesalahan kecil berkali kali","tetapi saya tetap menerima tekan apabila mendengar pertengkar , dimarah atas kesalah kecil berkali kali"
963, Saya rasa sedih,saya rasa sedih
964, Sangat sedih,sangat sedih
965, Bagi saya punca utama terjadinya kemurungan ini adalah pada waktu saya sedang sarat mengandung suami saya selalu mencari peluang untuk bermesej dengan kawan kawan perempuannya,bagi saya punca utama terjadi kemurung ini ada pada waktu saya sedang sarat mengandung suami saya selalu mencari peluang untuk bermesej deng ka ka perempuan
966, Sejak awal perkahwinan lagi saya telah memaafkan beliau kerana saya yakin satu hati nanti dia pasti berubah menjadi seorang lelaki yg soleh,sejak awal perkahwin lagi saya te memuefa beliau kerana saya yakin satu hati nanti dia pasti berubah menjadi seorang lelaki yang oleh
967,Namun sehingga saya melahirkan anak dia masih melakukan perkara yang sama,namun sehingga saya melahir anak dia masih melaku perkara yang sama
968, Pada satu tahap diri saya hilang kawalan dan menjerit seperti orang gila,pada satu tahap diri saya hilang kawal dan menjerit seperti orang gila
969, Perasaan sedih seakan akan tidak dapat dibendung lagi,perasa sedih sea akan tidak dapat dibendung lagi
970, Saya meminta suami saya untuk menceraikan saya namun dia masih sayangkan saya,saya meminta suami saya untuk mencerai saya namun dia masih sayang saya
971, Namun hati ini telah parah,namun hati ini te parah
972, Terasa seperti ditikam berkali kali,terasa seperti ditikam berkali kali
973,Sehinggalah pada saat ini suami saya telah berubah ke arah kebaikan namun kini saya tidak dapat mengawal perasaan saya apabila saya berhadapan dengan situasi pertengkaran,sehingga pada saat ini suami saya te berubah ke arah kebai namun kini saya tidak dapat mengawal perasa saya apabila saya berhadap deng situasi pertengkar
974, Saya hilang,saya hilang
975, Saya hilang darpada dunia seorang ibu dan isteri,saya hilang daripada dunia seorang ibu dan isteri
976, Apa yg saya rasa kini hanyalah tekanan kuat dalam diri,apa yang saya rasa kini ha  tekan kuat dalam diri
977, Hilang keyakinan dan selalu bersedih,hilang keyakin dan selalu bersedih
978, Kini suami selalu memberi semangat,kini suami selalu memberi semangat
979, Tapi dalam memberi semangat itu terkadang terkeluar kemarahan dan ego nya sebagai seorang lelaki,tetapi dalam memberi semangat itu terkadang terkeluar kemarah dan ego  sebagai seorang lelaki
980, Dan saya akan terus bersedih merasakan tiada guna nya lagi menjadi seorang isteri,dan saya akan terus bersedih merasa tiada guna  lagi menjadi seorang isteri
981, Saya menangis sekuat hati sehingga sakit segala isi,saya menangis sekuat hati sehingga sakit segala isi
982, Menggigil tubuh ini menahankan emosi,menggigil tubuh ini mentahan emosi
983, Kuatnya ujian ini bagi saya,kuat uji ini bagi saya
984,Saya tahu,saya tahu
985, Saya perlu suburkan hati dengan kesyukuran,saya perlu subur hati deng kesyukur
986, Namun setiap kali saya mengalami tekanan tersebut saya akan hilang,namun setiap kali saya mengalami tekan tersebut saya akan hilang
987, Saya tergamam memikirkan pengorbanan saya melahirkan dan memaafkan disiakan begitu sahaja,saya tergama memfikir pengorban saya melahir dan memuefa disia begitu sahaja
988, Kini suami telah menjadi semakin baik dan saya sedang melawan perasaan untuk melupakan segala keburukan,kini suami te menjadi semakin baik dan saya sedang mela perasa untuk melupa segala keburu
989,  Saya tahu Allah adalah tempat untuk mengadu,saya tahu allah ada tempat untuk mengadu
990, Saya tahu Allah sahaja yang mampu memulihkan hati saya,saya tahu allah sahaja yang mampu mempulih hati saya
991, Saya perlu usaha lebih lagi untuk keluar daripada kemurungan ini,saya perlu usaha lebih lagi untuk keluar daripada kemurung ini
992,Saya manusia yang penuh dengan kesilapan,saya manusia yang penuh deng kesilap
993, Saya ingin kembali menjadi seorang isteri yang solehah yang sentiasa mendoakan suaminya,saya ingin kembali menjadi seorang isteri yang solehah yang sentiasa mendoa suami
994, Saya rasa berdosa,saya rasa berdosa
995, Saya rasa jahat dan kejam kerana dengan keadaan kemurungan ini telah memberi kesan yang tidak baik terhadap orang sekeliling terutamanya keluarga terdekat,saya rasa jahat dan kejam kerana deng keada kemurung ini te memberi kes yang tidak baik terhadap orang sekeliling terutama keluarga terdekat
996,"Saya cemburu melihat isteri solehah yg meletakkan niqab di atas mukanya,berjalan penuh keyakinan","saya cemburu melihat isteri solehah yang meletak niqab di atas muka , berjal penuh keyakin"
997, Tak mengharapkan apa apa daripada manusia,tidak mengharap apa apa daripada manusia
998, Hanya Allah tempat bergantung semata mata,ha allah tempat bergantung semata mata
999, Saya cemburu melihat kekuatan seorang wanita yang bergelar suri rumah,saya cemburu melihat kekuat seorang wan yang bergelar suri rumah
1000, Saya cemburu melihat kebahagiaan rumah tangga,saya cemburu melihat kebahagia rumah tangga
1001,Kini saya ingin bangun melawan segala hasutan syaitan,kini saya ingin bangun mela segala hasut syait
1002, Kini saya ingin keluar daripada segala kemurungan dan ingin menjadi seorang isteri solehah yg sentiasa memaafkan dan memberi pedoman,kini saya ingin keluar daripada segala kemurung dan ingin menjadi seorang isteri solehah yang sentiasa memuefa dan memberi pedom
1003, Saya tahu ramai yang mengalami situasi ini tapi,saya tahu ramai yang mengalami situasi ini tetapi
1004,tak terungkap dengan luahan kata kata apa yang dilaluinya,tidak terungkap deng luah kata kata apa yang dilalui
1005,Terima kasih kepada pembaca,terima kasih kepada pebaca
1006, Saya mengharapkan secebis doa daripada kalian supaya hati ini kembali kuat dan teguh apabila diuji,saya mengharap secebis doa daripada kalian supaya hati ini kembali kuat dan teguh apabila diuji
1007, Sokongan dan pemahaman amat diperlukan pada saat ini,sokong dan pemaham amat diperlu pada saat ini
1008,Semoga kita menjadi umat yg kuat diakhir zaman ini,semoga k menjadi umat yang kuat diakhir zaman ini
1009,– IntanHantar confession anda di sini -> www,– intanhantar pengaku anda di sini - > w
1010,iiumc,iium
1011,com/submit,com / mengemuka
1012,"Assalamualaikum, terima kasih admin kerana approve hantaran ini","assalamualaikum , terima kasih admin kerana approve hantar ini"
1013,Semalam terkejut sangat sebab jumpa post yang seakan-akan melabel pesakit depression sebagai kufur,semalam terkejut sangat sebab jumpa jawat yang sea - akan melabel pesakit kemurung sebagai kufur
1014," Bukan itu sahaja, beliau malah menggunakan ayat Quran untuk justify pandangan tersebut","bu itu sahaja , beliau ma mengguna ayat qur untuk justify pandang tersebut"
1015,Siapa kita untuk menghukum orang lain? Kita bukanlah antara golongan yang dijamin syurga,siapa k untuk menghukum orang lain ? k bu  antara golong yang dijamin syurga
1016, Tidak adil untuk pukul rata semua pesakit depression tu kufur,tidak adil untuk pukul rata semua pesakit kemurung itu kufur
1017, Malah islam tidak mengajar kita untuk menhukum orang lain,ma islam tidak mengajar k untuk menhukum orang lain
1018,Stigma sebegini sangat bahaya,stigma sebegini sangat bahaya
1019," Boleh menyebabkan pesakit kemurungan tidak mahu berkongsi rasa, malah ada yang mungkin tidak mendapatkan rawatan kerana risau dihukum sebagai “kufur”, “jauh dari Tuhan”, “lemah iman” dan sebagainya","boleh menyebab pesakit kemurung tidak mahu berkongsi rasa , ma ada yang mungkin tidak mendapat rawat kerana risau dihukum sebagai "" kufur "" , "" jauh dari tuh "" , "" lemah im "" dan sebagai"
1020,Sedangkan depression tu merupakan satu penyakit dan boleh dirawat,sedang kemurung itu merupa satu penyakit dan boleh dirawat
1021," Seperti penyakit-penyakit lain, depression juga disebabkan beberapa faktor seperti hormon, genetik, dan persekitaran","seperti penyakit - penyakit lain , kemurung juga disebab beberapa faktor seperti hormon , genetik , dan persekitar"
1022, Barah bukan disebabkan kufur kan? Haa macam tu jugak la depression,barah bu disebab kufur kan ? haa macam itu juga  kemurung
1023,"Mungkin lepas baca luahan ni, ada yang akan kata “betullah kalau dekat dengan Allah takkan depress”","mungkin lepas baca luah ini , ada yang akan kata "" betul  kalau dekat deng allah tidak akan depress """
1024, Tapi sebelum tu saya nak kata yang pandangan itu sangat salah,tetapi sebelum itu saya nak kata yang pandang itu sangat sa
1025, Dan merupakan stigma yang sangat berat,dan merupa stigma yang sangat berat
1026,"Haah, betul dengan mendekatkan diri dengan Allah, kita boleh tenang dan hilang tekanan, tetapi perlu ingat, depression ini penyakit","haah , betul deng mendekat diri deng allah , k boleh tenang dan hilang tekan , tetapi perlu ingat , kemurung ini penyakit"
1027," Dekatkan diri dengan Allah tu perlu, tetapi perlu juga mendapatkan rawatan pakar","dekat diri deng allah itu perlu , tetapi perlu juga mendapat rawat pakar"
1028," Antara rawatan yang akan diberi adalah ubatan, terapi atau kedua-dua sekali bergantung pada keadaan pesakit","antara rawat yang akan diberi ada ubat , terapi atau kedua - dua sekali bergantung pada keada pesakit"
1029,"Tapi macam mana orang yang sedang depress nak mendapatkan rawatan jika sekali diluahkan perasaan, terus dicop lemah iman dan sebagainya","tetapi macam mana orang yang sedang depress nak mendapat rawat jika sekali diluah perasa , terus dicop lemah im dan sebagai"
1030, Sedangkan kita dituntut untuk merujuk pakar dan berusaha dalam bertawakal,sedang k dituntut untuk merujuk pakar dan berusaha dalam bertawakal
1031,  Stigma sebegini la juga yang menjauhkan orang-orang dari orang alim,stigma sebegini  juga yang menjauh orang - orang dari orang alim
1032," Bukankah ini merugikan Islam tu sendiri? Pesakit depression perlukan harapan dan bantuan, bukan kecaman","bukan ini merugi islam itu sendiri ? pesakit kemurung perlu harap dan bantu , bu kecam"
1033,"Apa kesan stigma ini?Seperti yang dinyataan diatas, dan kesannya bukan sekadar menyebabkan pesakit tidak mendapatkan bantuan, malah kalau keadaan makin teruk boleh menyebabkan pesakit bunuh diri (nauzubillah)","apa kes stigma ini ? seperti yang dinyata diatas , dan kesan bu sekadar menyebab pesakit tidak mendapat bantu , ma kalau keada makin teruk boleh menyebab pesakit bunuh diri ( nauzubil  )"
1034,"Jika pandangan-pandangan yang melabel pesakit depression ni tersebar, dan pesakit triggered, boleh membuatkan pesakit self-blame, adakah kita akan bertanggungjawab? Self-blame, rasa diri tidak berguna, rasa diri tiada harapan juga boleh mengakibatkan pesakit bunuh diri","jika pandang - pandang yang melabel pesakit kemurung ini tersebar , dan pesakit dicetus , boleh membuat pesakit diri sendiri - menyalah , ada k akan bertanggungjawab ? diri sendiri - menyalah , rasa diri tidak berguna , rasa diri tiada harap juga boleh mengakibat pesakit bunuh diri"
1035,Penyakit depression ni semakin hari semakin merunsingkan,penyakit kemurung ini semakin hari semakin merunsing
1036," Selain rawatan doktor psikiatri atau psikologis, sokongan daripada individu sekeliling sangat lah penting","selain rawat doktor psikiatri atau psikologi , sokong daripada individu sekeliling sangat  penting"
1037, Antara gejala depression adalah merasa diri tidak berguna,antara gejala kemurung ada merasa diri tidak berguna
1038,"Jadi kita sebagai anggota masyarakat perlu memberi harapan yang mereka sangat diperlukan, dan diri mereka bernilai","jadi k sebagai anggota masyarakat perlu memberi harap yang mereka sangat diperlu , dan diri mereka bernilai"
1039, Teruskan berdoa semoga kita tidak mendapat depression,terus berdoa semoga k tidak mendapat kemurung
1040, Dan dalam masa yang sama mendoakan sahabat kita yang sedang bertarung dengan depression dan lain-lain penyakit mental,dan dalam masa yang sama mendoa sahabat k yang sedang bertarung deng kemurung dan lain - lain penyakit mental
1041,– Zinnirah (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,– zinnirah ( bu nama sebenar ) hantar pengaku anda di sini - > https :// iium
1042,com/submit,com / mengemuka
1043,Hai assalamualaikum nama mia ( bukan nama sebenar) 15 tahun,hai assalamualaikum nama mia ( bu nama sebenar ) lima belas tahun
1044, saya ada satu perasaan yang saya sendiri tak tahu itu apa,saya ada satu perasa yang saya sendiri tidak tahu itu apa
