raw text,token text,category
 Mungkin terlalu penat tetapi saya mulanya anggap ini perkara biasa,"['mungkin', 'terlalu', 'penat', 'tetapi', 'saya', 'mula', 'anggap', 'ini', 'perkara', 'biasa']",symptom
 Tetapi malam itu menjadi kemuncak tekanan,"['tetapi', 'malam', 'itu', 'jadi', 'kemuncak', 'tekan']",symptom
"Saya buat solat sunat, cuba untuk menenangkan diri dan saya mengambil keputusan untuk memanggil Befrienders KL","['saya', 'buat', 'solat', 'sunat', 'cuba', 'untuk', 'menang', 'diri', 'dan', 'saya', 'mengambil', 'putus', 'untuk', 'panggil', 'befrienders', 'kuala', 'lumpur']",non-deppressive
" Ia merupakan sebuah organisasi yang mendengar masalah dan isu para pemanggil, terutamanya kemurungan dan suicidal thoughts","['ia', 'rupa', 'buah', 'organisasi', 'yang', 'dengar', 'masa', 'dan', 'isu', 'para', 'panggil', 'terutama', 'murung', 'dan', 'bunuh', 'diri', 'thoughts']",non-deppressive
" Yelah, nak call orang lain pun, semua tengah tidur pukul 3 pagi","['ye', 'nak', 'panggil', 'orang', 'lain', 'pun', 'semua', 'tengah', 'tidur', 'pukul', 'tiga', 'pagi']",non-deppressive
 Saya berbual dengan staf bertugas hampir sejam lamanya,"['saya', 'bual', 'deng', 'staf', 'tugas', 'hampir', 'sejam', 'lama']",non-deppressive
 Alhamdulillah stafnya sangat lembut dan baik,"['alhamdulil', 'staf', 'sangat', 'lembut', 'dan', 'baik']",non-deppressive
Beliau bertanya 1,"['beliau', 'berta', 'satu']",non-deppressive
 Boleh ceritakan apa yang terjadi 2,"['boleh', 'cerita', 'apa', 'yang', 'jadi', 'dua']",non-deppressive
 Apa punca kepada isu ini 3,"['apa', 'punca', 'kepada', 'isu', 'ini', 'tiga']",non-deppressive
" Apa yang boleh saya lakukan – jujurnya waktu tu memang hanya nak berbual dengan seseorang, untuk lepaskan tekanan","['apa', 'yang', 'boleh', 'saya', 'laku', 'angan', 'jujur', 'waktu', 'itu', 'memang', 'ha', 'nak', 'bual', 'deng', 'orang', 'untuk', 'lepas', 'tekan']",non-deppressive
 Tetapi pada masa yang sama saya terfikir untuk hadir ke klinik Psikiatrik untuk mengetahui sekiranya saya depressed,"['tetapi', 'pada', 'masa', 'yang', 'sama', 'saya', 'terfikir', 'untuk', 'hadir', 'ke', 'klinik', 'psikiatr', 'untuk', 'tahu', 'sekira', 'saya', 'terte']",non-deppressive
 Staf tersebut memberi saya nombor telefon klinik psikiatrik,"['staf', 'sebut', 'beri', 'saya', 'nombor', 'telefon', 'klinik', 'psikiatri']",non-deppressive
"Selepas berbual, saya rasa lebih lega tetapi saya tetap mengambil keputusan untuk hadir ke klinik Psikiatri","['lepas', 'bual', 'saya', 'rasa', 'lebih', 'lega', 'tetapi', 'saya', 'tetap', 'mengambil', 'putus', 'untuk', 'hadir', 'ke', 'klinik', 'psikiatri']",non-deppressive
 Klinik Psikiatri di hospital saya boleh walk-in pada waktu pagi,"['klinik', 'psikiatri', 'di', 'hospital', 'saya', 'boleh', 'walk', 'masuk', 'pada', 'waktu', 'pagi']",non-deppressive
"Di sana, saya berjumpa doktor dan menceritakan masalah saya","['di', 'sana', 'saya', 'jumpa', 'doktor', 'dan', 'cerita', 'masa', 'saya']",non-deppressive
" Badan terasa letih, berat dan minda tidak dapat fokus kepada perbualan atau aktiviti","['badan', 'asa', 'letih', 'berat', 'dan', 'minda', 'tidak', 'dapat', 'fokus', 'kepada', 'bual', 'atau', 'aktiviti']",symptom
 Saya kurang suka melakukan aktiviti yang saya minati dahulu,"['saya', 'kurang', 'suka', 'laku', 'aktiviti', 'yang', 'saya', 'min', 'dahulu']",symptom
 Saya kurang makan dan banyak termenung,"['saya', 'kurang', 'ma', 'dan', 'banyak', 'menung']",symptom
 Fikiran saya selalu berfikir perkara negatif,"['pikir', 'saya', 'selalu', 'pikir', 'perkara', 'negatif']",symptom
"Setelah diamati, rupanya saya telah mengalami simptom ini sejak seminggu lepas, tetapi saya kurang ambil peduli dan fikir “biasalah baru mula kerja, penat tu biasa”","['sete', 'amat', 'rupa', 'saya', 'te', 'alami', 'simptom', 'ini', 'sejak', 'seminggu', 'lepas', 'tetapi', 'saya', 'kurang', 'ambil', 'peduli', 'dan', 'fikir', 'biasa', 'baru', 'mula', 'kerja', 'penat', 'itu', 'biasa']",non-deppressive
 Saya didiagnos sebagai Adjusment Disorder with depressive mood,"['saya', 'diagnosa', 'bagai', 'adjusment', 'ganggu', 'deng', 'murung', 'mod']",non-deppressive
" Saya diberi ubat Lorazepam (benzodiazepine) untuk tidur dan Mirtazapine (antidepressant), diberi MC selama seminggu dan dirujuk ke pakar psikiatrik (Kes melibatkan houseman dirujuk ke pakar)","['saya', 'beri', 'ubat', 'lorazepam', 'benzodiaepina', 'untuk', 'tidur', 'dan', 'mirtazapine', 'antidepressant', 'beri', 'mc', 'lama', 'seminggu', 'dan', 'rujuk', 'ke', 'pakar', 'psikiatri', 'kes', 'libat', 'houseman', 'rujuk', 'ke', 'pakar']",non-deppressive
 Mulanya ingatkan dapatlah MC sehari dua je tapi tak sangka pula sampai seminggu,"['mula', 'ingat', 'dapat', 'mc', 'hari', 'dua', 'sahaja', 'tetapi', 'tidak', 'sangka', 'pula', 'sampai', 'seminggu']",non-deppressive
Senior dan supervisor juga memahami situasi saya setelah saya bercerita kepada mereka dan saya cuba berehat dan muhasabah,"['senior', 'dan', 'selia', 'juga', 'paham', 'situasi', 'saya', 'sete', 'saya', 'bercer', 'kepada', 'mereka', 'dan', 'saya', 'cuba', 'rehat', 'dan', 'muhasabah']",non-deppressive
 Saya dapat tidur dengan bantuan ubat tetapi mood dan emosi saya masih depressed,"['saya', 'dapat', 'tidur', 'deng', 'bantu', 'ubat', 'tetapi', 'mod', 'dan', 'emosi', 'saya', 'masih', 'terte']",medical history
"Setelah berjumpa doktor pakar pada lawatan seterusnya (setiap 2 minggu), saya didiagnos sebagai Major Depressive Disorder","['sete', 'jumpa', 'doktor', 'pakar', 'pada', 'lawat', 'terus', 'tiap', 'dua', 'minggu', 'saya', 'diagnosa', 'bagai', 'utama', 'murung', 'ganggu']",medical history
 Dos ubat Mirtazapine dinaikkan kerana saya tetap depressed dan emosi tetap sama,"['dos', 'ubat', 'mirtazapine', 'naik', 'rana', 'saya', 'tetap', 'terte', 'dan', 'emosi', 'tetap', 'sama']",medical history
" Selepas 2 minggu, saya ditukarkan ubat dengan Sertraline (SSRI – Selective Serotonin Reuptake Inhibitor)","['lepas', 'dua', 'minggu', 'saya', 'tukar', 'ubat', 'deng', 'sertraline', 'ssri', 'angan', 'selektif', 'serotonin', 'reuptak', 'rencat']",medical history
 Tetapi mood tetap juga depressed,"['tetapi', 'mod', 'tetap', 'juga', 'terte']",symptom
 Maka dos Sertraline dinaikkan pula,"['maka', 'dos', 'sertraline', 'naik', 'pula']",medical history
"Sepanjang waktu MC dan rawatan, saya duduk bersama keluarga","['panjang', 'waktu', 'mc', 'dan', 'rawat', 'saya', 'duduk', 'sama', 'keluarga']",non-deppressive
" Mereka sangat memahami dan menyokong, tidak pernah ada keluh kesah atau berputus asa dengan saya, terutamanya Mak","['mereka', 'sangat', 'paham', 'dan', 'sokong', 'tidak', 'pernah', 'ada', 'keluh', 'kisah', 'atau', 'putus', 'bagai', 'deng', 'saya', 'terutama', 'mak']",non-deppressive
 Terima kasih atas keprihatinan dan kasih sayang keluarga,"['terima', 'kasih', 'atas', 'keprihatin', 'dan', 'kasih', 'sayang', 'keluarga']",non-deppressive
 Moga Allah membalas kebaikan mereka dengan rahmat dan rezekiNya di dunia dan akhirat,"['moga', 'allah', 'balas', 'kebai', 'mereka', 'deng', 'rahmat', 'dan', 'rezeki', 'di', 'dunia', 'dan', 'akhirat']",non-deppressive
"Pada bulan 3 rawatan, saya tetap belum pulih dan tetap mengalami depressed mood","['pada', 'bul', 'tiga', 'rawat', 'saya', 'tetap', 'belum', 'pulih', 'dan', 'tetap', 'alami', 'terte', 'mod']",medical history
" Malah saya mula mengalami auditory hallucination, mula mendengar suara yang mengatakan saya tak berguna, lemah, bodoh dan kata kata negatif","['ma', 'saya', 'mula', 'alami', 'dengar', 'halusinasi', 'mula', 'dengar', 'suara', 'yang', 'kata', 'saya', 'tidak', 'guna', 'lemah', 'bodoh', 'dan', 'kata', 'kata', 'negatif']",symptom
" Pada waktu ini saya diberi juga ubat antipsikotik (Aripiprazole) tetapi tetap sama, saya mendengar suara","['pada', 'waktu', 'ini', 'saya', 'beri', 'juga', 'ubat', 'antipsikot', 'ariprazole', 'tetapi', 'tetap', 'sama', 'saya', 'dengar', 'suara']",symptom
 Doktor mencadangkan saya dimasukkan ke wad kerana saya sudah dikira sebagai Severe Major Depressive Disorder dan memerlukan rawatan ECT (Electroconvulsive Therapy),"['doktor', 'cadang', 'saya', 'masuk', 'ke', 'wad', 'rana', 'saya', 'sudah', 'kira', 'bagai', 'teruk', 'utama', 'murung', 'ganggu', 'dan', 'lu', 'rawat', 'ect', 'electroconvulsive', 'therapy']",medical history
 Saya bersetuju kerana saya juga tahu rawatan ECT merupakan salah satu rawatan yang berkesan untuk severe type seperti yang saya alami,"['saya', 'tuju', 'rana', 'saya', 'juga', 'tahu', 'rawat', 'ect', 'rupa', 'sa', 'satu', 'rawat', 'yang', 'kes', 'untuk', 'teruk', 'jenis', 'seperti', 'yang', 'saya', 'alami']",non-deppressive
"Semasa di wad, pelbagai jenis pesakit saya jumpa","['masa', 'di', 'wad', 'pelbagai', 'jenis', 'sakit', 'saya', 'jumpa']",non-deppressive
" Ada yang bipolar, skizofrenia, depressed, aggressive","['ada', 'yang', 'bipolar', 'skizofrenia', 'terte', 'agresif']",non-deppressive
" Saya pernah menemui dan berbual dengan mereka sebagai pelajar perubatan dahulu, sekarang sebagai pesakit pula","['saya', 'pernah', 'temu', 'dan', 'bual', 'deng', 'mereka', 'bagai', 'ajar', 'ubat', 'dahulu', 'sekarang', 'bagai', 'sakit', 'pula']",non-deppressive
" Antara perkara yang saya tak dapat lupa, para pesakit di situ sangat baik","['antara', 'perkara', 'yang', 'saya', 'tidak', 'dapat', 'lupa', 'para', 'sakit', 'di', 'situ', 'sangat', 'baik']",non-deppressive
 Ada seorang uncle ni siap bagi KFC drumstick dekat saya sebab dia kesian tengok saya murung kot,"['ada', 'orang', 'bapa', 'saudara', 'ini', 'siap', 'bagi', 'kfc', 'drumstick', 'dekat', 'saya', 'sebab', 'dia', 'kesi', 'tengok', 'saya', 'murung', 'mungkin']",non-deppressive
 Haha terima kasih uncle,"['haha', 'terima', 'kasih', 'bapa', 'saudara']",non-deppressive
"Selama 2 minggu di wad, saya menjalani 4 sesi ECT","['lama', 'dua', 'minggu', 'di', 'wad', 'saya', 'menjalani', 'empat', 'sesi', 'ect']",non-deppressive
 Saya berpuasa pada malam sebelum ECT,"['saya', 'puasa', 'pada', 'malam', 'belum', 'ect']",non-deppressive
" Esoknya, para pesakit dibawa ke bilik ECT","['esok', 'para', 'sakit', 'bawa', 'ke', 'bilik', 'ect']",non-deppressive
" Sewaktu rawatan, doktor akan bagi ubat bius supaya kita tidur dan ECT dijalankan sewaktu kita tidak sedar","['waktu', 'rawat', 'doktor', 'akan', 'bagi', 'ubat', 'bius', 'supaya', 'k', 'tidur', 'dan', 'ect', 'jalan', 'waktu', 'k', 'tidak', 'dar']",non-deppressive
 Arus elektrik bervoltan rendah dialirkan di sekitar kepala dan kita tidak rasa apa apa sebab dah tidur,"['arus', 'elektrik', 'bervolt', 'rendah', 'alir', 'di', 'sekitar', 'kepala', 'dan', 'k', 'tidak', 'rasa', 'apa', 'apa', 'sebab', 'dah', 'tidur']",non-deppressive
" Jadi yang sakitnya pun sewaktu beri ubat bius (sakit sikit je) dan bangun bangun je dah ada atas katil, ada makanan terhidang","['jadi', 'yang', 'sakit', 'pun', 'waktu', 'beri', 'ubat', 'bius', 'sakit', 'sikit', 'sahaja', 'dan', 'bangun', 'bangun', 'sahaja', 'dah', 'ada', 'atas', 'katil', 'ada', 'makan', 'hidang']",non-deppressive
"Tetapi mungkin akan rasa pening, sakit kepala, mual dan blur sedikit lepas bangun tidur, kesan ubat bius","['tetapi', 'mungkin', 'akan', 'rasa', 'pening', 'sakit', 'kepala', 'mual', 'dan', 'kabur', 'sedikit', 'lepas', 'bangun', 'tidur', 'kes', 'ubat', 'bius']",non-deppressive
" Tapi jangan risau, kesannya selalunya beberapa jam sahaja","['tetapi', 'jang', 'risau', 'kesan', 'selalu', 'beberapa', 'jam', 'sahaja']",non-deppressive
 Nurse dan doktor akan memantau keadaan pesakit selepas ECT,"['jurawat', 'dan', 'doktor', 'akan', 'pantau', 'ada', 'sakit', 'lepas', 'ect']",non-deppressive
" Sekiranya berlanjutan, doktor akan beri ubat bersesuaian dengan kesan yang kita alamiKawan kawan dan keluarga datang melawat","['sekira', 'lanjut', 'doktor', 'akan', 'beri', 'ubat', 'suai', 'deng', 'kes', 'yang', 'k', 'alamika', 'ka', 'dan', 'keluarga', 'datang', 'lawat']",non-deppressive
 Mereka juga nampak saya lebih ceria selepas sesi rawatan dan saya juga rasa lebih positif dan baik,"['mereka', 'juga', 'tampak', 'saya', 'lebih', 'ceria', 'lepas', 'sesi', 'rawat', 'dan', 'saya', 'juga', 'rasa', 'lebih', 'positif', 'dan', 'baik']",non-deppressive
 Doktor juga membenarkan saya keluar selepas lengkap rawatan ECT,"['doktor', 'juga', 'benar', 'saya', 'keluar', 'lepas', 'lengkap', 'rawat', 'ect']",non-deppressive
 Ubat saya ditukar pula kepada Desvenlafaxine (juga anti-depressant) dan Aripiprazole untuk halusinasi,"['ubat', 'saya', 'tukar', 'pula', 'kepada', 'desvenlafaxine', 'juga', 'anti', 'depressant', 'dan', 'ariprazole', 'untuk', 'halusinasi']",non-deppressive
"Pada waktu ini, Aripiprazole menyebabkan saya rasa resah","['pada', 'waktu', 'ini', 'ariprazole', 'sebab', 'saya', 'rasa', 'resah']",non-deppressive
" Saya tidak boleh duduk diam di rumah dan bila hendak tidur, saya perlu menggunakan Lorazepam untuk tidur","['saya', 'tidak', 'boleh', 'duduk', 'diam', 'di', 'rumah', 'dan', 'bila', 'hendak', 'tidur', 'saya', 'perlu', 'guna', 'lorazepam', 'untuk', 'tidur']",non-deppressive
" Selepas berbincang dengan doktor, saya tidak perlu lagi menggunakan Aripiprazole kerana halusinasi juga hilang sehingga hari ini","['lepas', 'bincang', 'deng', 'doktor', 'saya', 'tidak', 'perlu', 'lagi', 'guna', 'ariprazole', 'rana', 'halusinasi', 'juga', 'hilang', 'sehingga', 'hari', 'ini']",non-deppressive
 Saya masih dalam rawatan (Desvenlafaxine) dan pemantauan doktor tetapi sekarang saya lebih ceria dan positif,"['saya', 'masih', 'dalam', 'rawat', 'desvenlafaxine', 'dan', 'pinta', 'doktor', 'tetapi', 'sekarang', 'saya', 'lebih', 'ceria', 'dan', 'positif']",non-deppressive
 Saya kembali menjalani kehidupan normal sebelum saya sakit,"['saya', 'kembali', 'menjalani', 'hidup', 'normal', 'belum', 'saya', 'sakit']",non-deppressive
" Saya sangat bersyukur dengan pertolongan doktor, keluarga dan kawan dalam proses pemulihan ini","['saya', 'sangat', 'syukur', 'deng', 'tolong', 'doktor', 'keluarga', 'dan', 'ka', 'dalam', 'proses', 'pulih', 'ini']",non-deppressive
"Sekarang, saya telah meletakkan jawatan dan mencari peluang pekerjaan lain","['sekarang', 'saya', 'te', 'letak', 'jawat', 'dan', 'cari', 'peluang', 'pekerja', 'lain']",non-deppressive
 Mungkin rezeki saya di bidang perubatan setakat ini sahaja atau mungkin juga di lain masa,"['mungkin', 'rezeki', 'saya', 'di', 'bidang', 'ubat', 'setakat', 'ini', 'sahaja', 'atau', 'mungkin', 'juga', 'di', 'lain', 'masa']",non-deppressive
" Apa pun, hidup tetap perlu diteruskan","['apa', 'pun', 'hidup', 'tetap', 'perlu', 'terus']",non-deppressive
 Saya tidak pernah menyesal melalui pengalaman ini kerana ia menjadi satu bahagian dalam hidup saya yang bernilai,"['saya', 'tidak', 'pernah', 'sesal', 'lalu', 'alam', 'ini', 'rana', 'ia', 'jadi', 'satu', 'bahagi', 'dalam', 'hidup', 'saya', 'yang', 'nila']",non-deppressive
"Ada masa kita jatuh terduduk, ada masa kita akan kembali bangkit lebih tinggi dari sebelumnya","['ada', 'masa', 'k', 'jatuh', 'duduk', 'ada', 'masa', 'k', 'akan', 'kembali', 'bangkit', 'lebih', 'tinggi', 'dari', 'belum']",non-deppressive
" Saya percaya, satu pintu yang tertutup, ada pintu lain yang terbuka","['saya', 'percaya', 'satu', 'pintu', 'yang', 'tutup', 'ada', 'pintu', 'lain', 'yang', 'buka']",non-deppressive
" Dan akhirnya kita akan melalui jalan kehidupan yang lebih bahagia, asalkan kita terus berusaha","['dan', 'akhir', 'k', 'akan', 'lalu', 'jal', 'hidup', 'yang', 'lebih', 'bahagia', 'asal', 'k', 'terus', 'berusaha']",non-deppressive
 Pelbagai pengajaran saya pelajari sewaktu tempoh depression ini antaranya :1,"['pelbagai', 'ajar', 'saya', 'ajar', 'waktu', 'tempoh', 'murung', 'ini', 'antara', 'satu']",non-deppressive
" Sekiranya emosi kita terganggu atau stress, luahkan pada orang yang kita rapat, kawan – kawan dan keluarga","['sekira', 'emosi', 'k', 'ganggu', 'atau', 'stres', 'luah', 'pada', 'orang', 'yang', 'k', 'rapat', 'ka', 'angan', 'ka', 'dan', 'keluarga']",medical history
" Selalunya, sesi meluahkan perasaan amat membantu menstabilkan emosi","['selalu', 'sesi', 'luah', 'asa', 'amat', 'bantu', 'stabil', 'emosi']",medical history
" Sekiranya anda tidak selesa meluhkan pada kenalan, boleh cuba menghubungi Befrienders","['sekira', 'anda', 'tidak', 'selesa', 'meka', 'pada', 'nal', 'boleh', 'cuba', 'hubung', 'befrienders']",non-deppressive
 Mereka terlatih untuk mendengar isu dan masalah pemanggil dan tidak bersifat judgemental dengan isu kita,"['mereka', 'latih', 'untuk', 'dengar', 'isu', 'dan', 'masa', 'panggil', 'dan', 'tidak', 'bersifat', 'judgemental', 'deng', 'isu', 'k']",non-deppressive
 2,['dua'],non-deppressive
 Dapatkan rawatan di klinik kesihatan / pakar psikiatrik sekiranya masalah tetap berpanjangan,"['dapat', 'rawat', 'di', 'klinik', 'kesihat', 'pakar', 'psikiatri', 'sekira', 'masa', 'tetap', 'panjang']",non-deppressive
" Jangan sekali- kali merawat diri sendiri tanpa pemantauan doktor dan pakar bertauliah, dikhuatiri menyebabkan masalah lain pula","['jang', 'sekali', 'kali', 'rawat', 'diri', 'sendiri', 'tanpa', 'pinta', 'doktor', 'dan', 'pakar', 'tauliah', 'dikhuatiri', 'sebab', 'masa', 'lain', 'pula']",non-deppressive
3,['tiga'],non-deppressive
" Sekiranya tidak serasi dengan ubatan atau ubat tidak memberikan kesan, berbincang dengan doktor pakar dan nyatakan dengan jujur","['sekira', 'tidak', 'serasi', 'deng', 'ubat', 'atau', 'ubat', 'tidak', 'beri', 'kes', 'bincang', 'deng', 'doktor', 'pakar', 'dan', 'nyata', 'deng', 'jujur']",non-deppressive
 Doktor akan cuba mengoptimumkan rawatan,"['doktor', 'akan', 'cuba', 'optimum', 'rawat']",non-deppressive
 Sesetengah ubat memerlukan tempoh untuk berkesan dan berbeza tempoh kecepatan dan keberkesanan,"['tengah', 'ubat', 'lu', 'tempoh', 'untuk', 'kes', 'dan', 'berbeza', 'tempoh', 'cepat', 'dan', 'kes']",non-deppressive
 Jangan malu kerana ia boleh menganggu rawatan dan menyebabkan kita mudah berputus asa,"['jang', 'malu', 'rana', 'ia', 'boleh', 'hingga', 'rawat', 'dan', 'sebab', 'k', 'mudah', 'putus', 'bagai']",non-deppressive
 Hadir bersama ahli keluarga atau kawan agar mereka juga faham rawatan dan situasi kita,"['hadir', 'sama', 'ahli', 'keluarga', 'atau', 'ka', 'agar', 'mereka', 'juga', 'faham', 'rawat', 'dan', 'situasi', 'k']",non-deppressive
 Mungkin ahli keluarga dan kawan boleh mengajukan soalan kita kalau kita malu,"['mungkin', 'ahli', 'keluarga', 'dan', 'ka', 'boleh', 'aju', 'soal', 'k', 'kalau', 'k', 'malu']",non-deppressive
 Pastikan anda faham rawatan dan arahan doktor,"['pasti', 'anda', 'faham', 'rawat', 'dan', 'arah', 'doktor']",non-deppressive
4,['empat'],non-deppressive
 Banyakkan bersabar dan lakukan akitiviti yang mendatangkan keseronokan,"['banyak', 'sabar', 'dan', 'laku', 'aktiviti', 'yang', 'datang', 'serono']",non-deppressive
 Bersenam merupakan aktiviti yang sangat membantu 5,"['senam', 'rupa', 'aktiviti', 'yang', 'sangat', 'bantu', 'lima']",non-deppressive
 Jangan mudah menghukum orang pesakit pskiatrik,"['jang', 'mudah', 'hukum', 'orang', 'sakit', 'psikiatr']",non-deppressive
" Ada yang kata kena sihir, gangguan jin dan pelbagai lagi yang boleh menyebabkan pesakit bertambah murung","['ada', 'yang', 'kata', 'kena', 'sihir', 'ganggu', 'jin', 'dan', 'pelbagai', 'lagi', 'yang', 'boleh', 'sebab', 'sakit', 'tambah', 'murung']",non-deppressive
" Apa yang kita boleh lakukan adalah dengan memberi kata semangat, motivasi dan doa","['apa', 'yang', 'k', 'boleh', 'laku', 'ada', 'deng', 'beri', 'kata', 'semangat', 'motivasi', 'dan', 'doa']",non-deppressive
6,['enam'],non-deppressive
" Tidak dinafikan ada kes yang melibatkan gangguan alam ghaib tetapi pada masa yang sama, berikhtiarlah dengan perawat bertauliah, professional dan rawatan yang terbukti dikaji dan berkesan di peringkat kinikal","['tidak', 'nafi', 'ada', 'kes', 'yang', 'libat', 'ganggu', 'alam', 'ghaib', 'tetapi', 'pada', 'masa', 'yang', 'sama', 'ikhtiar', 'deng', 'perawat', 'tauliah', 'profesional', 'dan', 'rawat', 'yang', 'terbukti', 'kaji', 'dan', 'kes', 'di', 'peringkat', 'klinikal']",non-deppressive
" Pendek kata, produk produk jualan di pasaran yang mendakwa boleh menyembuhkan penyakit psikiatrik mahupun fizikal adalah berkemungkinan besar merugikan duit dan tidak berkesan","['pendek', 'kata', 'produk', 'produk', 'jual', 'di', 'pasar', 'yang', 'dakwa', 'boleh', 'sembuh', 'sakit', 'psikiatri', 'mahupun', 'fizikal', 'ada', 'mungkin', 'besar', 'merugi', 'duit', 'dan', 'tidak', 'kes']",non-deppressive
" Sekalipun berkesan, mungkin jangka pendek sahaja dan penjual produk tidak ada follow-up dan guideline yang diiktiraf","['sekalipun', 'kes', 'mungkin', 'jangka', 'pendek', 'sahaja', 'dan', 'jual', 'produk', 'tidak', 'ada', 'ikut', 'naik', 'dan', 'garis', 'pandu', 'yang', 'iktiraf']",non-deppressive
